"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName","threshold"
"ENSG00000186480",590.745141246316,-1.19510527714518,0.127984798177313,-9.33786898260729,9.82924490554128e-21,1.38419677244116e-18,"INSIG1",TRUE
"ENSG00000162545",71.3252333883817,-3.70793202179029,0.397224116423317,-9.33460952768231,1.0136418182505e-20,1.41787401181053e-18,"CAMK2N1",TRUE
"ENSG00000080573",845.403212146643,2.67912123707029,0.287044050916074,9.33348462899728,1.024461756774e-20,1.42345546231225e-18,"COL5A3",TRUE
"ENSG00000145832",146.472683719636,5.75562215797507,0.618176604563834,9.31064377959767,1.27059846505515e-20,1.75376246415096e-18,"SLC25A48",TRUE
"ENSG00000182583",219.634778769992,-2.67099540507737,0.287175914165913,-9.30090329070645,1.3925751152294e-20,1.90947700997442e-18,"VCX",TRUE
"ENSG00000214944",149.727218396122,2.61193528066308,0.280877966463657,9.29918182457732,1.41530547816005e-20,1.92796057358247e-18,"ARHGEF28",TRUE
"ENSG00000153071",3947.09726432179,-1.46875523900652,0.158464055087191,-9.26869653940367,1.88434535948744e-20,2.55022895989852e-18,"DAB2",TRUE
"ENSG00000162409",43.4679634606043,-4.55429695391205,0.492957969807973,-9.23871249243853,2.49481006820049e-20,3.33313022060479e-18,"PRKAA2",TRUE
"ENSG00000110092",15176.7212795737,-1.35093253360811,0.146435613309409,-9.22543705781245,2.82406816538998e-20,3.7489954587935e-18,"CCND1",TRUE
"ENSG00000158373",1336.73041864943,-1.81286343509445,0.196577874787287,-9.2221133077978,2.91301408720029e-20,3.84259744338154e-18,"H2BC5",TRUE
"ENSG00000116793",1931.79485749511,1.38435893940239,0.150136891870282,9.22064472067582,2.95319143679308e-20,3.8710953412353e-18,"PHTF1",TRUE
"ENSG00000118523",707.825978195487,3.65556796099076,0.396793850769521,9.21276364011525,3.17834322715832e-20,4.1401893462771e-18,"CCN2",TRUE
"ENSG00000139737",339.206376361172,-1.57172908757292,0.170632025216153,-9.21121979055157,3.22439665364386e-20,4.17409161833822e-18,"SLAIN1",TRUE
"ENSG00000077721",1090.09548271814,1.79536594472955,0.195066206944125,9.20387991777485,3.45253059367015e-20,4.44182979217736e-18,"UBE2A",TRUE
"ENSG00000114739",1066.22096470627,-2.05652430990106,0.223488497817332,-9.20192461798172,3.51594951699363e-20,4.49566992841603e-18,"ACVR2B",TRUE
"ENSG00000120658",731.495568427831,2.09645967338844,0.228055361712583,9.19276643024337,3.82865712136578e-20,4.86566290996985e-18,"ENOX1",TRUE
"ENSG00000136999",647.622425847345,3.08576139181805,0.336023724682948,9.18316525039887,4.18602250493672e-20,5.28758066956916e-18,"CCN3",TRUE
"ENSG00000114948",812.743649726597,-1.12612410419341,0.122688031512758,-9.17876088081432,4.36080346910119e-20,5.47517264475945e-18,"ADAM23",TRUE
"ENSG00000136943",126.297797004159,-2.02063404386308,0.220205479161405,-9.17612972918811,4.46863876034751e-20,5.57696820617741e-18,"CTSV",TRUE
"ENSG00000169136",358.072521648619,2.56659709110088,0.280028106845331,9.16549813522291,4.93186607906605e-20,6.11844957261277e-18,"ATF5",TRUE
