	GeneID	control	sgRNA6_D3	sgRNA6_D5	sgRNA7_D3	sgRNA7_D5
2076	ENSG00000198892	223.344000859886	388.506688459982	322.154508028105	323.800824774508	238.883635003521
2077	ENSG00000196167	5.7267692528176	8.0698718671213	7.23942714669899	7.03914836466322	4.32760208339711
2078	ENSG00000243199	11.4535385056352	12.681227219762	12.6689975067232	4.69276557644214	3.46208166671769
2079	ENSG00000254416	286.33846264088	186.75989178195	265.144019247851	141.956158687375	160.121277085693
2080	ENSG00000149289	3101.61822732601	2477.45066320624	2681.30282945864	3004.54316031708	1986.36935627927
2081	ENSG00000270423	10.3081846550717	6.91703302896111	0	11.7319139411054	0
2082	ENSG00000178105	1950.53760750967	2284.92657723349	2742.83796020558	2293.5891754861	1995.89008086275
2083	ENSG00000166323	24.0524308618339	18.445421410563	22.6232098334343	17.597870911658	14.7138470835502
2084	ENSG00000287168	1.14535385056352	2.30567767632037	18.0985678667475	1.17319139411054	4.32760208339711
2085	ENSG00000149308	3552.88764444804	4516.82256791161	5493.8202759512	4628.24004976606	4074.00460131004
2086	ENSG00000255467	4.58141540225408	1.15283883816019	0.904928393337374	2.34638278822107	2.59656125003827
2087	ENSG00000110628	633.380679361626	1288.87382106309	966.463524084315	1201.34798756919	727.902670427394
2088	ENSG00000166266	2901.18130347739	4584.84005936306	4493.8744013134	5472.93785352565	3282.05342004837
2089	ENSG00000179331	217.617231607069	186.75989178195	245.235594594428	158.380838204922	183.490328336038
2090	ENSG00000110660	2019.25883854348	1771.9132942522	1924.78269262859	1450.06456312062	1423.78108543765
2091	ENSG00000137760	438.670524765828	782.777571110766	742.041282536647	945.592263653092	584.22628125861
2092	ENSG00000152402	1955.11902291193	5029.83585089289	6642.17440709633	5904.67228655833	4641.78599465174
2093	ENSG00000260619	21.7617231607069	9.22271070528148	6.33449875336162	4.69276557644214	0.865520416679422
2094	ENSG00000182359	105.372554251844	125.65943335946	140.263900967293	139.609775899154	123.769419585157
2095	ENSG00000152578	4.58141540225408	1.15283883816019	4.52464196668687	0	0.865520416679422
2096	ENSG00000154274	3.43606155169056	6.91703302896111	3.6197135733495	2.34638278822107	0
2097	ENSG00000196954	128.279631263114	979.913012436157	778.238418270142	1340.95776346834	622.309179592505
